index, matrix_size, precision, error, time, iterations, min_val, max_val
36, 5, 1.000000e-02, 2.707800e-20, 50667, 1, -1.000000e+09, 1.000000e+09, 
37, 5, 1.000000e-02, 8.533355e-19, 52000, 1, -1.000000e+09, 1.000000e+09, 
38, 5, 1.000000e-02, 9.930641e-19, 45333, 1, -1.000000e+09, 1.000000e+09, 
39, 5, 1.000000e-02, 1.050289e-18, 51111, 1, -1.000000e+09, 1.000000e+09, 
40, 5, 1.000000e-02, 9.362210e-19, 46667, 1, -1.000000e+09, 1.000000e+09, 
41, 5, 1.000000e-02, 2.181949e-19, 50667, 1, -1.000000e+09, 1.000000e+09, 
42, 5, 1.000000e-02, 8.873760e-19, 50667, 1, -1.000000e+09, 1.000000e+09, 
43, 5, 1.000000e-02, 6.008805e-19, 43556, 1, -1.000000e+09, 1.000000e+09, 
44, 5, 1.000000e-02, 1.364497e-18, 45778, 1, -1.000000e+09, 1.000000e+09, 
45, 5, 1.000000e-02, 4.512862e-19, 48000, 1, -1.000000e+09, 1.000000e+09, 
46, 5, 1.000000e-02, 1.461519e-18, 48444, 1, -1.000000e+09, 1.000000e+09, 
47, 5, 1.000000e-02, 1.431577e-18, 44000, 1, -1.000000e+09, 1.000000e+09, 
48, 5, 1.000000e-02, 1.124099e-19, 40889, 1, -1.000000e+09, 1.000000e+09, 
49, 5, 1.000000e-02, 1.620541e-18, 39556, 1, -1.000000e+09, 1.000000e+09, 
50, 5, 1.000000e-02, 1.042067e-19, 51111, 1, -1.000000e+09, 1.000000e+09, 
51, 5, 1.000000e-02, 1.226104e-18, 37778, 1, -1.000000e+09, 1.000000e+09, 
52, 5, 1.000000e-02, 1.602463e-18, 40889, 1, -1.000000e+09, 1.000000e+09, 
53, 5, 1.000000e-02, 6.703287e-20, 53333, 1, -1.000000e+09, 1.000000e+09, 
54, 5, 1.000000e-02, 4.662742e-19, 55555, 1, -1.000000e+09, 1.000000e+09, 
55, 5, 1.000000e-02, 4.351783e-19, 52000, 1, -1.000000e+09, 1.000000e+09, 
56, 5, 1.000000e-02, 1.884926e-18, 47556, 1, -1.000000e+09, 1.000000e+09, 
57, 5, 1.000000e-02, 1.185273e-18, 48000, 1, -1.000000e+09, 1.000000e+09, 
58, 5, 1.000000e-02, 1.343348e-18, 43555, 1, -1.000000e+09, 1.000000e+09, 
59, 5, 1.000000e-02, 1.044137e-18, 52000, 1, -1.000000e+09, 1.000000e+09, 
60, 5, 1.000000e-02, 6.791450e-19, 54222, 1, -1.000000e+09, 1.000000e+09, 
61, 5, 1.000000e-02, 2.341097e-19, 57333, 1, -1.000000e+09, 1.000000e+09, 
62, 5, 1.000000e-02, 2.409668e-18, 52000, 1, -1.000000e+09, 1.000000e+09, 
63, 5, 1.000000e-02, 9.557694e-19, 52889, 1, -1.000000e+09, 1.000000e+09, 
64, 5, 1.000000e-02, 1.534344e-18, 48000, 1, -1.000000e+09, 1.000000e+09, 
65, 5, 1.000000e-02, 1.453012e-18, 65333, 1, -1.000000e+09, 1.000000e+09, 
66, 5, 1.000000e-02, 1.571638e-18, 56000, 1, -1.000000e+09, 1.000000e+09, 
67, 5, 1.000000e-02, 8.496169e-19, 59556, 1, -1.000000e+09, 1.000000e+09, 
68, 5, 1.000000e-02, 9.765716e-19, 59111, 1, -1.000000e+09, 1.000000e+09, 
69, 5, 1.000000e-02, 1.911555e-19, 62667, 1, -1.000000e+09, 1.000000e+09, 
70, 5, 1.000000e-02, 2.068148e-18, 50667, 1, -1.000000e+09, 1.000000e+09, 
71, 5, 1.000000e-02, 7.230994e-19, 50667, 1, -1.000000e+09, 1.000000e+09, 
72, 5, 1.000000e-02, 1.941764e-18, 65778, 1, -1.000000e+09, 1.000000e+09, 
73, 5, 1.000000e-02, 1.164607e-18, 48889, 1, -1.000000e+09, 1.000000e+09, 
74, 5, 1.000000e-02, 3.508932e-19, 48000, 1, -1.000000e+09, 1.000000e+09, 
75, 5, 1.000000e-02, 1.666333e-18, 70222, 1, -1.000000e+09, 1.000000e+09, 
76, 5, 1.000000e-02, 1.095771e-18, 55556, 1, -1.000000e+09, 1.000000e+09, 
77, 5, 1.000000e-02, 1.211946e-18, 119111, 1, -1.000000e+09, 1.000000e+09, 
78, 5, 1.000000e-02, 7.757636e-19, 50667, 1, -1.000000e+09, 1.000000e+09, 
79, 5, 1.000000e-02, 1.077926e-18, 73778, 1, -1.000000e+09, 1.000000e+09, 
80, 5, 1.000000e-02, 5.419608e-19, 44444, 1, -1.000000e+09, 1.000000e+09, 
81, 5, 1.000000e-02, 1.855306e-18, 46667, 1, -1.000000e+09, 1.000000e+09, 
82, 5, 1.000000e-02, 5.113008e-19, 46222, 1, -1.000000e+09, 1.000000e+09, 
83, 5, 1.000000e-02, 1.704630e-18, 48445, 1, -1.000000e+09, 1.000000e+09, 
84, 5, 1.000000e-02, 1.091001e-18, 48889, 1, -1.000000e+09, 1.000000e+09, 
85, 5, 1.000000e-02, 5.535925e-19, 53333, 1, -1.000000e+09, 1.000000e+09, 
86, 5, 1.000000e-02, 1.455333e-18, 53334, 1, -1.000000e+09, 1.000000e+09, 
